Company ID,Country code,Country,Archive standard coding,ROE,ROA,Fixed assets ratio,Current ratio,Log total assets,Debt equity ratio,GDP pc (eur),GDP pc (PPS),GDP growth,Interest rate,Inflation rate,Public debt over GDP,Tourism intensity,ITE over GDP,Trips,Nights
963,9,Italy,IT,0.105924427509308,0.0256844349205494,2.18898987770081,0.162997841835022,3.77614402770996,5.32318782806397,28690,29090,1.7,-0.32905,1.3,136.4,6942.28,2.38368502945934,53965837,273165167
964,9,Italy,IT,-0.246616944670677,0.0222797933965921,1.90136933326721,0.471323072910309,3.97650718688965,16.959716796875,28690,29090,1.7,-0.32905,1.3,136.4,6942.28,2.38368502945934,53965837,273165167
965,9,Italy,IT,-0.00961838569492102,0.0031739694532007,1.4849294424057,0.824451327323914,4.05842351913452,1.61978757381439,28690,29090,1.7,-0.32905,1.3,136.4,6942.28,2.38368502945934,53965837,273165167
966,9,Italy,IT,0.181694984436035,0.0273519977927208,2.26216959953308,1.25260102748871,3.82740378379822,7.79993009567261,28690,29090,1.7,-0.32905,1.3,136.4,6942.28,2.38368502945934,53965837,273165167
967,9,Italy,IT,-0.110997818410397,0.00474487338215113,0.130179643630981,0.0100909462198615,4.61342000961304,93.9377593994141,28690,29090,1.7,-0.32905,1.3,136.4,6942.28,2.38368502945934,53965837,273165167
101,10,Latvia,LV,0.397545129060745,0.141054973006248,2.51986837387085,0.217194452881813,3.46652054786682,2.03148221969605,13810,19860,3.8,-0.32905,2.9,39.2,2538.79,3.54304137847926,3888795,10752278
102,10,Latvia,LV,0.459337860345841,0.24104169011116,5.75340270996094,0.620378434658051,2.88602471351624,0.905636608600616,13810,19860,3.8,-0.32905,2.9,39.2,2538.79,3.54304137847926,3888795,10752278
103,10,Latvia,LV,-5.13328838348389,0.322702795267105,9.14383220672607,0.475672960281372,3.11839199066162,-17.0207977294922,13810,19860,3.8,-0.32905,2.9,39.2,2538.79,3.54304137847926,3888795,10752278
104,10,Latvia,LV,0.173118904232979,0.0911498665809631,7.06752443313599,1.14090871810913,3.67300581932068,0.899609625339508,13810,19860,3.8,-0.32905,2.9,39.2,2538.79,3.54304137847926,3888795,10752278
105,10,Latvia,LV,0.272836685180664,0.292420238256454,4.27709007263184,0.592631697654724,4.03125619888306,0.806613981723785,13810,19860,3.8,-0.32905,2.9,39.2,2538.79,3.54304137847926,3888795,10752278
106,10,Latvia,LV,0.277436226606369,0.0382730476558208,5.08728408813477,0.0635996311903,3.17855358123779,23.7982807159424,13810,19860,3.8,-0.32905,2.9,39.2,2538.79,3.54304137847926,3888795,10752278
107,10,Latvia,LV,0.386974900960922,-0.456872135400772,16.1417102813721,0.175117149949074,2.67490434646606,-1.84700918197632,13810,19860,3.8,-0.32905,2.9,39.2,2538.79,3.54304137847926,3888795,10752278
108,10,Latvia,LV,0.253462284803391,-0.01400560233742,2.37735915184021,0.315333724021912,4.33523559570313,-5.41127824783325,13810,19860,3.8,-0.32905,2.9,39.2,2538.79,3.54304137847926,3888795,10752278
109,10,Latvia,LV,0.952746629714966,0.340688079595566,6.91632652282715,0.251669406890869,2.80657529830933,1.79653632640839,13810,19860,3.8,-0.32905,2.9,39.2,2538.79,3.54304137847926,3888795,10752278
1010,10,Latvia,LV,0.84554386138916,0.181887209415436,5.20460605621338,0.312347680330277,3.57640600204468,4.44826173782349,13810,19860,3.8,-0.32905,2.9,39.2,2538.79,3.54304137847926,3888795,10752278
1011,10,Latvia,LV,1.34536743164063,0.120937772095203,6.48385143280029,0.462597966194153,3.14009213447571,10.6844129562378,13810,19860,3.8,-0.32905,2.9,39.2,2538.79,3.54304137847926,3888795,10752278
